provenance,setting,domain,input_group,rater_1,rater_2,rater_3,group_agreement,group_outcome
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0068,1,1,1,1.0,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0069,2,2,2,1.0,tie
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0070,0,0,0,1.0,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0071,0,0,0,1.0,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0072,1,1,2,0.3333333333333333,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0073,1,2,1,0.3333333333333333,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0074,1,1,1,1.0,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0075,2,-1,0,0.0,no consensus
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0076,1,-1,0,0.0,no consensus
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0077,1,1,1,1.0,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0078,0,-1,0,1.0,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0079,0,0,0,1.0,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0080,0,-1,0,1.0,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0081,2,2,2,1.0,tie
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0082,2,2,2,1.0,tie
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0083,0,0,0,1.0,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0084,-1,1,-1,nan,insufficient votes
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0085,1,1,1,1.0,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0086,-1,0,0,1.0,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0087,-1,0,0,1.0,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0088,-1,0,0,1.0,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0089,1,1,1,1.0,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0090,1,1,1,1.0,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0091,0,0,0,1.0,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0092,1,0,1,0.3333333333333333,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0093,0,0,0,1.0,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0094,0,1,0,0.3333333333333333,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0095,0,-1,-1,nan,insufficient votes
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0096,0,2,0,0.3333333333333333,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0097,1,1,1,1.0,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0098,0,0,0,1.0,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0099,1,1,-1,1.0,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0100,1,1,1,1.0,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0101,1,1,1,1.0,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0102,1,0,-1,0.0,no consensus
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0103,-1,0,0,1.0,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0104,2,2,2,1.0,tie
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0105,1,1,1,1.0,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0106,1,1,1,1.0,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0107,-1,1,1,1.0,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0108,1,0,1,0.3333333333333333,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0109,-1,0,0,1.0,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0110,0,-1,0,1.0,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0111,1,1,-1,1.0,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0112,1,1,1,1.0,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0113,-1,0,0,1.0,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0114,1,1,1,1.0,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0115,0,0,0,1.0,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0116,1,-1,1,1.0,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0117,0,0,1,0.3333333333333333,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0118,0,0,0,1.0,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0119,2,2,1,0.3333333333333333,tie
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0120,0,0,0,1.0,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0121,1,1,1,1.0,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0122,0,0,0,1.0,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0123,0,1,0,0.3333333333333333,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0124,0,0,1,0.3333333333333333,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0125,0,0,0,1.0,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0126,0,0,0,1.0,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0127,0,-1,0,1.0,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0128,0,0,0,1.0,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0129,1,1,1,1.0,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0130,-1,1,1,1.0,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0131,2,2,2,1.0,tie
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0132,1,1,0,0.3333333333333333,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0133,1,1,1,1.0,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0134,0,0,0,1.0,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0135,2,2,2,1.0,tie
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0136,2,2,2,1.0,tie
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0137,1,1,1,1.0,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0138,0,0,0,1.0,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0139,0,0,0,1.0,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0140,1,-1,1,1.0,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0141,0,0,0,1.0,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0142,0,1,1,0.3333333333333333,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0143,2,0,0,0.3333333333333333,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0144,1,1,1,1.0,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0145,0,0,0,1.0,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0146,0,0,0,1.0,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0147,1,1,1,1.0,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0148,-1,1,0,0.0,no consensus
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0149,1,1,1,1.0,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0150,2,1,0,0.0,no consensus
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0151,1,1,-1,1.0,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0152,1,1,2,0.3333333333333333,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0153,2,2,2,1.0,tie
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0154,0,-1,0,1.0,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0155,0,0,0,1.0,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0156,-1,0,0,1.0,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0157,1,1,1,1.0,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0158,1,1,1,1.0,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0159,2,1,1,0.3333333333333333,decisive
